Athlete,Closing Ceremony Date,Country,Sport,Year,Age,Bronze Medals,Gold Medals,Silver Medals,Total Medals
Georgeta Damian-Andrunache,24-08-2008,Romania,Rowing,2008,32,1,1,0,2
Viorica Susanu,24-08-2008,Romania,Rowing,2008,32,1,1,0,2
Georgeta Damian-Andrunache,29-08-2004,Romania,Rowing,2004,28,0,2,0,2
Viorica Susanu,29-08-2004,Romania,Rowing,2004,28,0,2,0,2
Georgeta Damian-Andrunache,01-10-2000,Romania,Rowing,2000,24,0,2,0,2
Doina Ignat,01-10-2000,Romania,Rowing,2000,31,0,2,0,2
Pieta van Dishoeck,01-10-2000,Netherlands,Rowing,2000,28,0,0,2,2
Eeke van Nes,01-10-2000,Netherlands,Rowing,2000,31,0,0,2,2
Bill Demong,28-02-2010,United States,Nordic Combined,2010,29,0,1,1,2
Bernhard Gruber,28-02-2010,Austria,Nordic Combined,2010,27,1,1,0,2
Magnus Moan,26-02-2006,Norway,Nordic Combined,2006,22,1,0,1,2
Ronny Ackermann,24-02-2002,Germany,Nordic Combined,2002,24,0,0,2,2
Jaakko Tallus,24-02-2002,Finland,Nordic Combined,2002,20,0,1,1,2
Denis Ablyazin,12-08-2012,Russia,Gymnastics,2012,19,1,0,1,2
Chen Yibing,12-08-2012,China,Gymnastics,2012,27,0,1,1,2
Gabby Douglas,12-08-2012,United States,Gymnastics,2012,16,0,2,0,2
Feng Zhe,12-08-2012,China,Gymnastics,2012,24,0,2,0,2
Sandra Izbasa,12-08-2012,Romania,Gymnastics,2012,22,1,1,0,2
Viktoriya Komova,12-08-2012,Russia,Gymnastics,2012,17,0,0,2,2
McKayla Maroney,12-08-2012,United States,Gymnastics,2012,16,0,1,1,2
Marcel Nguyen,12-08-2012,Germany,Gymnastics,2012,24,0,0,2,2
Mariya Paseka,12-08-2012,Russia,Gymnastics,2012,17,1,0,1,2
Catalina Ponor,12-08-2012,Romania,Gymnastics,2012,24,1,0,1,2
Louis Smith,12-08-2012,Great Britain,Gymnastics,2012,23,1,0,1,2
Max Whitlock,12-08-2012,Great Britain,Gymnastics,2012,19,2,0,0,2
Chen Yibing,24-08-2008,China,Gymnastics,2008,23,0,2,0,2
Anton Golotsutskov,24-08-2008,Russia,Gymnastics,2008,23,2,0,0,2
He Kexin,24-08-2008,China,Gymnastics,2008,16,0,2,0,2
Jonathan Horton,24-08-2008,United States,Gymnastics,2008,22,1,0,1,2
Sandra Izbasa,24-08-2008,Romania,Gymnastics,2008,18,1,1,0,2
Li Xiaopeng,24-08-2008,China,Gymnastics,2008,27,0,2,0,2
Kohei Uchimura,24-08-2008,Japan,Gymnastics,2008,19,0,0,2,2
Xiao Qin,24-08-2008,China,Gymnastics,2008,23,0,2,0,2
Alexandra Eremia,29-08-2004,Romania,Gymnastics,2004,17,1,1,0,2
Annia Hatch,29-08-2004,United States,Gymnastics,2004,26,0,0,2,2
Terin Humphrey,29-08-2004,United States,Gymnastics,2004,18,0,0,2,2
Takehiro Kashima,29-08-2004,Japan,Gymnastics,2004,24,1,1,0,2
Svetlana Khorkina,29-08-2004,Russia,Gymnastics,2004,25,1,0,1,2
Courtney Kupets,29-08-2004,United States,Gymnastics,2004,18,1,0,1,2
Anna Pavlova,29-08-2004,Russia,Gymnastics,2004,16,2,0,0,2
Monica Rosu,29-08-2004,Romania,Gymnastics,2004,17,0,2,0,2
Dana Sofronie,29-08-2004,Romania,Gymnastics,2004,16,0,1,1,2
Hiroyuki Tomita,29-08-2004,Japan,Gymnastics,2004,23,0,1,1,2
Marius Urzica,29-08-2004,Romania,Gymnastics,2004,28,1,0,1,2
Isao Yoneda,29-08-2004,Japan,Gymnastics,2004,26,1,1,0,2
Yordan Yovchev,29-08-2004,Bulgaria,Gymnastics,2004,31,1,0,1,2
Oleksandr Beresh,01-10-2000,Ukraine,Gymnastics,2000,22,1,0,1,2
Aleksey Bondarenko,01-10-2000,Russia,Gymnastics,2000,22,1,0,1,2
Lee Ju-Hyeong,01-10-2000,South Korea,Gymnastics,2000,27,1,0,1,2
Li Xiaopeng,01-10-2000,China,Gymnastics,2000,19,0,2,0,2
Liu Xuan,01-10-2000,China,Gymnastics,2000,21,1,1,0,2
Maria Olaru,01-10-2000,Romania,Gymnastics,2000,18,0,1,1,2
Yelena Produnova,01-10-2000,Russia,Gymnastics,2000,20,1,0,1,2
Andreea Raducan,01-10-2000,Romania,Gymnastics,2000,16,0,1,1,2
Yang Wei,01-10-2000,China,Gymnastics,2000,20,0,1,1,2
Yordan Yovchev,01-10-2000,Bulgaria,Gymnastics,2000,27,2,0,0,2
Elisa Di Francisca,12-08-2012,Italy,Fencing,2012,29,0,2,0,2
Arianna Errigo,12-08-2012,Italy,Fencing,2012,24,0,1,1,2
Diego Occhiuzzi,12-08-2012,Italy,Fencing,2012,31,1,0,1,2
Sun Yujie,12-08-2012,China,Fencing,2012,19,1,1,0,2
Valentina Vezzali,12-08-2012,Italy,Fencing,2012,38,1,1,0,2
Stefano Carozzo,24-08-2008,Italy,Fencing,2008,29,2,0,0,2
Margherita Granbassi,24-08-2008,Italy,Fencing,2008,28,2,0,0,2
Sada Jacobson,24-08-2008,United States,Fencing,2008,25,1,0,1,2
Fabrice Jeannet,24-08-2008,France,Fencing,2008,27,0,1,1,2
Nicolas Lopez,24-08-2008,France,Fencing,2008,27,0,1,1,2
Matteo Tagliariol,24-08-2008,Italy,Fencing,2008,25,1,1,0,2
Valentina Vezzali,24-08-2008,Italy,Fencing,2008,34,1,1,0,2
Becca Ward,24-08-2008,United States,Fencing,2008,18,2,0,0,2
Mariel Zagunis,24-08-2008,United States,Fencing,2008,23,1,1,0,2
Andrea Cassarà,29-08-2004,Italy,Fencing,2004,20,1,1,0,2
Laura Flessel-Colovic,29-08-2004,France,Fencing,2004,32,1,0,1,2
Aldo Montano,29-08-2004,Italy,Fencing,2004,25,0,1,1,2
Maureen Nisima,29-08-2004,France,Fencing,2004,23,2,0,0,2
Salvatore Sanzo,29-08-2004,Italy,Fencing,2004,28,0,1,1,2
Mathieu Gourdain,01-10-2000,France,Fencing,2000,26,0,0,2,2
Gianna Hablützel-Bürki,01-10-2000,Switzerland,Fencing,2000,30,0,0,2,2
Rita König,01-10-2000,Germany,Fencing,2000,23,1,0,1,2
Wiradech Kothny,01-10-2000,Germany,Fencing,2000,21,2,0,0,2
Hugues Obry,01-10-2000,France,Fencing,2000,27,0,0,2,2
Giovanna Trillini,01-10-2000,Italy,Fencing,2000,30,1,1,0,2
Valentina Vezzali,01-10-2000,Italy,Fencing,2000,26,0,2,0,2
Sandra Auffarth,12-08-2012,Germany,Equestrian,2012,25,1,1,0,2
Laura Bechtolsheimer,12-08-2012,Great Britain,Equestrian,2012,27,1,1,0,2
Adelinde Cornelissen,12-08-2012,Netherlands,Equestrian,2012,33,1,0,1,2
Charlotte Dujardin,12-08-2012,Great Britain,Equestrian,2012,27,0,2,0,2
Michael Jung,12-08-2012,Germany,Equestrian,2012,29,0,2,0,2
Gerco Schröder,12-08-2012,Netherlands,Equestrian,2012,34,0,0,2,2
Tina Cook,24-08-2008,Great Britain,Equestrian,2008,37,2,0,0,2
Heike Kemmer,24-08-2008,Germany,Equestrian,2008,46,1,1,0,2
Eric Lamaze,24-08-2008,Canada,Equestrian,2008,40,0,1,1,2
Beezie Madden,24-08-2008,United States,Equestrian,2008,44,1,1,0,2
Hinrich Romeike,24-08-2008,Germany,Equestrian,2008,45,0,2,0,2
Anky van Grunsven,24-08-2008,Netherlands,Equestrian,2008,40,0,1,1,2
Isabell Werth,24-08-2008,Germany,Equestrian,2008,39,0,1,1,2
Beatriz Ferrer-Salat,29-08-2004,Spain,Equestrian,2004,38,1,0,1,2
Pippa Funnell,29-08-2004,Great Britain,Equestrian,2004,35,1,0,1,2
Chris Kappler,29-08-2004,United States,Equestrian,2004,37,0,1,1,2
Marco Kutscher,29-08-2004,Germany,Equestrian,2004,29,2,0,0,2
Leslie Law,29-08-2004,Great Britain,Equestrian,2004,39,0,1,1,2
Ulla Salzgeber,29-08-2004,Germany,Equestrian,2004,46,0,1,1,2
Kim Severson,29-08-2004,United States,Equestrian,2004,30,1,0,1,2
Andrew Hoy,01-10-2000,Australia,Equestrian,2000,41,0,1,1,2
David O'Connor,01-10-2000,United States,Equestrian,2000,38,1,1,0,2
Ulla Salzgeber,01-10-2000,Germany,Equestrian,2000,42,1,1,0,2
Anky van Grunsven,01-10-2000,Netherlands,Equestrian,2000,32,0,1,1,2
Isabell Werth,01-10-2000,Germany,Equestrian,2000,31,0,1,1,2
David Boudia,12-08-2012,United States,Diving,2012,23,1,1,0,2
Chen Ruolin,12-08-2012,China,Diving,2012,19,0,2,0,2
He Zi,12-08-2012,China,Diving,2012,21,0,1,1,2
Qin Kai,12-08-2012,China,Diving,2012,26,0,1,1,2
Wu Minxia,12-08-2012,China,Diving,2012,26,0,2,0,2
Ilya Zakharov,12-08-2012,Russia,Diving,2012,21,0,1,1,2
Chen Ruolin,24-08-2008,China,Diving,2008,15,0,2,0,2
Gleb Galperin,24-08-2008,Russia,Diving,2008,25,2,0,0,2
Guo Jingjing,24-08-2008,China,Diving,2008,26,0,2,0,2
Yuliya Pakhalina,24-08-2008,Russia,Diving,2008,30,0,0,2,2
Qin Kai,24-08-2008,China,Diving,2008,22,1,1,0,2
Wang Xin,24-08-2008,China,Diving,2008,16,1,1,0,2
Wu Minxia,24-08-2008,China,Diving,2008,22,1,1,0,2
Guo Jingjing,29-08-2004,China,Diving,2004,22,0,2,0,2
Mathew Helm,29-08-2004,Australia,Diving,2004,23,1,0,1,2
Lao Lishi,29-08-2004,China,Diving,2004,16,0,1,1,2
Chantelle Michell-Newbery,29-08-2004,Australia,Diving,2004,27,1,1,0,2
Robert Newbery,29-08-2004,Australia,Diving,2004,25,2,0,0,2
Yuliya Pakhalina,29-08-2004,Russia,Diving,2004,26,1,0,1,2
Tian Liang,29-08-2004,China,Diving,2004,24,1,1,0,2
Wu Minxia,29-08-2004,China,Diving,2004,18,0,1,1,2
Fu Mingxia,01-10-2000,China,Diving,2000,22,0,1,1,2
Guo Jingjing,01-10-2000,China,Diving,2000,18,0,0,2,2
Hu Jia,01-10-2000,China,Diving,2000,17,0,0,2,2
Li Na,01-10-2000,China,Diving,2000,16,0,1,1,2
Anne Montminy,01-10-2000,Canada,Diving,2000,25,1,0,1,2
Tian Liang,01-10-2000,China,Diving,2000,21,0,1,1,2
Xiong Ni,01-10-2000,China,Diving,2000,26,0,2,0,2
Grégory Baugé,12-08-2012,France,Cycling,2012,27,0,0,2,2
Ed Clancy,12-08-2012,Great Britain,Cycling,2012,27,1,1,0,2
Sarah Hammer,12-08-2012,United States,Cycling,2012,28,0,0,2,2
Chris Hoy,12-08-2012,Great Britain,Cycling,2012,36,0,2,0,2
Jason Kenny,12-08-2012,Great Britain,Cycling,2012,24,0,2,0,2
Maximilian Levy,12-08-2012,Germany,Cycling,2012,25,1,0,1,2
Anna Meares,12-08-2012,Australia,Cycling,2012,28,1,1,0,2
Vicki Pendleton,12-08-2012,Great Britain,Cycling,2012,31,0,1,1,2
Laura Trott,12-08-2012,Great Britain,Cycling,2012,20,0,2,0,2
Olga Zabelinskaya,12-08-2012,Russia,Cycling,2012,32,2,0,0,2
Mickaël Bourgain,24-08-2008,France,Cycling,2008,28,1,0,1,2
Fabian Cancellara,24-08-2008,Switzerland,Cycling,2008,27,0,1,1,2
Jason Kenny,24-08-2008,Great Britain,Cycling,2008,20,0,1,1,2
Joan Llaneras,24-08-2008,Spain,Cycling,2008,39,0,1,1,2
Hayden Roulston,24-08-2008,New Zealand,Cycling,2008,27,1,0,1,2
Bradley Wiggins,24-08-2008,Great Britain,Cycling,2008,28,0,2,0,2
Ryan Bayley,29-08-2004,Australia,Cycling,2004,22,0,2,0,2
Graeme Brown,29-08-2004,Australia,Cycling,2004,25,0,2,0,2
Sergi Escobar,29-08-2004,Spain,Cycling,2004,29,2,0,0,2
Rob Hayles,29-08-2004,Great Britain,Cycling,2004,31,1,0,1,2
Brad McGee,29-08-2004,Australia,Cycling,2004,28,0,1,1,2
Anna Meares,29-08-2004,Australia,Cycling,2004,20,1,1,0,2
Stefan Nimke,29-08-2004,Germany,Cycling,2004,26,1,1,0,2
Olga Slyusareva,29-08-2004,Russia,Cycling,2004,35,1,1,0,2
Arnaud Tournant,29-08-2004,France,Cycling,2004,26,1,0,1,2
René Wolff,29-08-2004,Germany,Cycling,2004,26,1,1,0,2
Leontien Zijlaard-van Moorsel,29-08-2004,Netherlands,Cycling,2004,34,1,1,0,2
Félicia Ballanger,01-10-2000,France,Cycling,2000,29,0,2,0,2
Robert Bartko,01-10-2000,Germany,Cycling,2000,24,0,2,0,2
Jens Fiedler,01-10-2000,Germany,Cycling,2000,30,2,0,0,2
Jens Lehmann,01-10-2000,Germany,Cycling,2000,32,0,1,1,2
Gary Neiwand,01-10-2000,Australia,Cycling,2000,34,1,0,1,2
Jason Queally,01-10-2000,Great Britain,Cycling,2000,30,0,1,1,2
Jan Ullrich,01-10-2000,Germany,Cycling,2000,26,0,1,1,2
Lukáš Bauer,28-02-2010,Czech Republic,Cross Country Skiing,2010,32,2,0,0,2
Anna Haag,28-02-2010,Sweden,Cross Country Skiing,2010,23,0,0,2,2
Marcus Hellner,28-02-2010,Sweden,Cross Country Skiing,2010,24,0,2,0,2
Charlotte Kalla,28-02-2010,Sweden,Cross Country Skiing,2010,22,0,1,1,2
Claudia Künzel-Nystad,28-02-2010,Germany,Cross Country Skiing,2010,32,0,1,1,2
Aino-Kaisa Saarinen,28-02-2010,Finland,Cross Country Skiing,2010,31,2,0,0,2
Evi Sachenbacher-Stehle,28-02-2010,Germany,Cross Country Skiing,2010,29,0,1,1,2
Axel Teichmann,28-02-2010,Germany,Cross Country Skiing,2010,30,0,0,2,2
Tobias Angerer,26-02-2006,Germany,Cross Country Skiing,2006,28,1,0,1,2
Yuliya Chepalova,26-02-2006,Russia,Cross Country Skiing,2006,29,0,1,1,2
Yevgeny Dementyev,26-02-2006,Russia,Cross Country Skiing,2006,23,0,1,1,2
Giorgio Di Centa,26-02-2006,Italy,Cross Country Skiing,2006,33,0,2,0,2
Thobias Fredriksson,26-02-2006,Sweden,Cross Country Skiing,2006,30,1,1,0,2
Claudia Künzel-Nystad,26-02-2006,Germany,Cross Country Skiing,2006,28,0,0,2,2
Björn Lind,26-02-2006,Sweden,Cross Country Skiing,2006,27,0,2,0,2
Yevgeniya Medvedeva,26-02-2006,Russia,Cross Country Skiing,2006,29,1,1,0,2
Katerina Neumannová,26-02-2006,Czech Republic,Cross Country Skiing,2006,32,0,1,1,2
Pietro Piller Cottrer,26-02-2006,Italy,Cross Country Skiing,2006,31,1,1,0,2
Kristina Šmigun-Vähi,26-02-2006,Estonia,Cross Country Skiing,2006,28,0,2,0,2
Thomas Alsgaard,24-02-2002,Norway,Cross Country Skiing,2002,30,0,2,0,2
Viola Bauer,24-02-2002,Germany,Cross Country Skiing,2002,25,1,1,0,2
Anita Moen-Guidon,24-02-2002,Norway,Cross Country Skiing,2002,34,1,0,1,2
Katerina Neumannová,24-02-2002,Czech Republic,Cross Country Skiing,2002,28,0,0,2,2
Evi Sachenbacher-Stehle,24-02-2002,Germany,Cross Country Skiing,2002,21,0,1,1,2
Kristen Skjeldal,24-02-2002,Norway,Cross Country Skiing,2002,34,1,1,0,2
Andrus Veerpalu,24-02-2002,Estonia,Cross Country Skiing,2002,31,0,1,1,2
Cristian Zorzi,24-02-2002,Italy,Cross Country Skiing,2002,29,1,0,1,2
Tina Dietze,12-08-2012,Germany,Canoeing,2012,24,0,1,1,2
Natasa Douchev-Janics,12-08-2012,Hungary,Canoeing,2012,30,1,0,1,2
Katalin Kovács,12-08-2012,Hungary,Canoeing,2012,36,0,1,1,2
Danuta Kozák,12-08-2012,Hungary,Canoeing,2012,25,0,2,0,2
Inna Osypenko-Radomska,12-08-2012,Ukraine,Canoeing,2012,29,0,0,2,2
Franziska Weber,12-08-2012,Germany,Canoeing,2012,23,0,1,1,2
Tim Brabants,24-08-2008,Great Britain,Canoeing,2008,31,1,1,0,2
David Cal,24-08-2008,Spain,Canoeing,2008,25,0,0,2,2
Natasa Douchev-Janics,24-08-2008,Hungary,Canoeing,2008,26,0,1,1,2
Christian Gille,24-08-2008,Germany,Canoeing,2008,32,1,0,1,2
Katalin Kovács,24-08-2008,Hungary,Canoeing,2008,32,0,1,1,2
Vadim Makhnyov,24-08-2008,Belarus,Canoeing,2008,28,1,1,0,2
Roman Petrushenko,24-08-2008,Belarus,Canoeing,2008,27,1,1,0,2
Katrin Wagner-Augustin,24-08-2008,Germany,Canoeing,2008,30,1,1,0,2
Ken Wallace,24-08-2008,Australia,Canoeing,2008,25,1,1,0,2
Tomasz Wylenzek,24-08-2008,Germany,Canoeing,2008,25,1,0,1,2
Nathan Baggaley,29-08-2004,Australia,Canoeing,2004,28,0,0,2,2
David Cal,29-08-2004,Spain,Canoeing,2004,21,0,1,1,2
Andreas Dittmer,29-08-2004,Germany,Canoeing,2004,32,0,1,1,2
Natasa Douchev-Janics,29-08-2004,Hungary,Canoeing,2004,22,0,2,0,2
Birgit Fischer-Schmidt,29-08-2004,Germany,Canoeing,2004,42,0,1,1,2
Aleksandr Kostoglod,29-08-2004,Russia,Canoeing,2004,30,1,0,1,2
Katalin Kovács,29-08-2004,Hungary,Canoeing,2004,28,0,1,1,2
Aleksandr Kovalyov,29-08-2004,Russia,Canoeing,2004,29,1,0,1,2
Eirik Verås Larsen,29-08-2004,Norway,Canoeing,2004,28,1,1,0,2
Carolin Leonhardt,29-08-2004,Germany,Canoeing,2004,19,0,1,1,2
Adam Van Koeverden,29-08-2004,Canada,Canoeing,2004,22,1,1,0,2
Andreas Dittmer,01-10-2000,Germany,Canoeing,2000,28,1,1,0,2
Birgit Fischer-Schmidt,01-10-2000,Germany,Canoeing,2000,38,0,2,0,2
Knut Holmann,01-10-2000,Norway,Canoeing,2000,32,0,2,0,2
Zoltán Kammerer,01-10-2000,Hungary,Canoeing,2000,22,0,2,0,2
Katalin Kovács,01-10-2000,Hungary,Canoeing,2000,24,0,0,2,2
Petar Merkov,01-10-2000,Bulgaria,Canoeing,2000,23,0,0,2,2
Florin Popescu,01-10-2000,Romania,Canoeing,2000,26,1,1,0,2
Mitica Pricop,01-10-2000,Romania,Canoeing,2000,22,1,1,0,2
Botond Storcz,01-10-2000,Hungary,Canoeing,2000,25,0,2,0,2
Szilvia Szabó,01-10-2000,Hungary,Canoeing,2000,21,0,0,2,2
Katrin Wagner-Augustin,01-10-2000,Germany,Canoeing,2000,22,0,2,0,2
Kevin Kuske,28-02-2010,Germany,Bobsleigh,2010,31,0,1,1,2
André Lange,28-02-2010,Germany,Bobsleigh,2010,36,0,1,1,2
Martin Annen,26-02-2006,Switzerland,Bobsleigh,2006,32,2,0,0,2
Beat Hefti,26-02-2006,Switzerland,Bobsleigh,2006,28,2,0,0,2
Kevin Kuske,26-02-2006,Germany,Bobsleigh,2006,27,0,2,0,2
André Lange,26-02-2006,Germany,Bobsleigh,2006,32,0,2,0,2
Ole Einar Bjørndalen,28-02-2010,Norway,Biathlon,2010,36,0,1,1,2
Marie Laure Brunet,28-02-2010,France,Biathlon,2010,21,1,0,1,2
Marie Dorin,28-02-2010,France,Biathlon,2010,23,1,0,1,2
Simone Hauswald,28-02-2010,Germany,Biathlon,2010,30,2,0,0,2
Vincent Jay,28-02-2010,France,Biathlon,2010,24,1,1,0,2
Anastasia Kuzmina,28-02-2010,Slovakia,Biathlon,2010,25,0,1,1,2
Christoph Sumann,28-02-2010,Austria,Biathlon,2010,34,0,0,2,2
Yevgeny Ustyugov,28-02-2010,Russia,Biathlon,2010,24,1,1,0,2
Olga Zaytseva,28-02-2010,Russia,Biathlon,2010,31,0,1,1,2
Florence Baverel-Robert,26-02-2006,France,Biathlon,2006,31,1,1,0,2
Vincent Defrasne,26-02-2006,France,Biathlon,2006,28,1,1,0,2
Halvard Hanevold,26-02-2006,Norway,Biathlon,2006,36,1,0,1,2
Svetlana Ishmuratova,26-02-2006,Russia,Biathlon,2006,33,0,2,0,2
Anna-Carin Olofsson-Zidek,26-02-2006,Sweden,Biathlon,2006,32,0,1,1,2
Uschi Disl,24-02-2002,Germany,Biathlon,2002,31,0,1,1,2
Sven Fischer,24-02-2002,Germany,Biathlon,2002,30,0,0,2,2
Ricco Groß,24-02-2002,Germany,Biathlon,2002,31,1,0,1,2
Andrea Henkel,24-02-2002,Germany,Biathlon,2002,24,0,2,0,2
Frank Luck,24-02-2002,Germany,Biathlon,2002,34,0,0,2,2
Raphaël Poirée,24-02-2002,France,Biathlon,2002,27,1,0,1,2
Olga Pylyova-Medvedtseva,24-02-2002,Russia,Biathlon,2002,26,1,1,0,2
Liv Grete Skjelbreid-Poirée,24-02-2002,Norway,Biathlon,2002,27,0,0,2,2
Magdalena Wallin-Forsberg,24-02-2002,Sweden,Biathlon,2002,34,2,0,0,2
Zhao Yunlei,12-08-2012,China,Badminton,2012,25,0,2,0,2
Lee Hyo-Jeong,24-08-2008,South Korea,Badminton,2008,27,0,1,1,2
Yu Yang,24-08-2008,China,Badminton,2008,22,1,1,0,2
Gao Ling,29-08-2004,China,Badminton,2004,25,0,1,1,2
Gao Ling,01-10-2000,China,Badminton,2000,21,1,1,0,2
Nataliya Antyukh,12-08-2012,Russia,Athletics,2012,31,0,1,1,2
Veronica Campbell-Brown,12-08-2012,Jamaica,Athletics,2012,30,1,0,1,2
Vivian Cheruiyot,12-08-2012,Kenya,Athletics,2012,28,1,0,1,2
Will Claye,12-08-2012,United States,Athletics,2012,21,1,0,1,2
Tirunesh Dibaba,12-08-2012,Ethiopia,Athletics,2012,27,1,1,0,2
Mo Farah,12-08-2012,Great Britain,Athletics,2012,29,0,2,0,2
Justin Gatlin,12-08-2012,United States,Athletics,2012,30,1,0,1,2
Lalonde Gordon,12-08-2012,Trinidad and Tobago,Athletics,2012,23,2,0,0,2
Sanya Richards-Ross,12-08-2012,United States,Athletics,2012,27,0,2,0,2
DeeDee Trotter,12-08-2012,United States,Athletics,2012,29,1,1,0,2
Elvan Abeylegesse,24-08-2008,Turkey,Athletics,2008,25,0,0,2,2
Kenenisa Bekele,24-08-2008,Ethiopia,Athletics,2008,26,0,2,0,2
Kerron Clement,24-08-2008,United States,Athletics,2008,22,0,1,1,2
Tirunesh Dibaba,24-08-2008,Ethiopia,Athletics,2008,23,0,2,0,2
Walter Dix,24-08-2008,United States,Athletics,2008,22,2,0,0,2
Allyson Felix,24-08-2008,United States,Athletics,2008,22,0,1,1,2
Yuliya Gushchina,24-08-2008,Russia,Athletics,2008,25,0,1,1,2
Tatyana Lebedeva,24-08-2008,Russia,Athletics,2008,32,0,0,2,2
LaShawn Merritt,24-08-2008,United States,Athletics,2008,22,0,2,0,2
David Neville,24-08-2008,United States,Athletics,2008,24,1,1,0,2
Sanya Richards-Ross,24-08-2008,United States,Athletics,2008,23,1,1,0,2
Kerron Stewart,24-08-2008,Jamaica,Athletics,2008,24,1,0,1,2
Jared Tallent,24-08-2008,Australia,Athletics,2008,23,1,0,1,2
Angelo Taylor,24-08-2008,United States,Athletics,2008,29,0,2,0,2
Richard Thompson,24-08-2008,Trinidad and Tobago,Athletics,2008,23,0,0,2,2
Jeremy Wariner,24-08-2008,United States,Athletics,2008,24,0,1,1,2
Shericka Williams,24-08-2008,Jamaica,Athletics,2008,22,1,0,1,2
Nataliya Antyukh,29-08-2004,Russia,Athletics,2004,23,1,0,1,2
Kenenisa Bekele,29-08-2004,Ethiopia,Athletics,2004,22,0,1,1,2
Derrick Brew,29-08-2004,United States,Athletics,2004,26,1,1,0,2
Shawn Crawford,29-08-2004,United States,Athletics,2004,26,0,1,1,2
Hicham El Guerrouj,29-08-2004,Morocco,Athletics,2004,29,0,2,0,2
Maurice Greene,29-08-2004,United States,Athletics,2004,30,1,0,1,2
Otis Harris,29-08-2004,United States,Athletics,2004,22,0,1,1,2
Kelly Holmes,29-08-2004,Great Britain,Athletics,2004,34,0,2,0,2
Tatyana Lebedeva,29-08-2004,Russia,Athletics,2004,28,1,1,0,2
Jeremy Wariner,29-08-2004,United States,Athletics,2004,20,0,2,0,2
Ato Boldon,01-10-2000,Trinidad and Tobago,Athletics,2000,26,1,0,1,2
Pauline Davis-Thompson,01-10-2000,Bahamas,Athletics,2000,34,0,2,0,2
Lorraine Graham,01-10-2000,Jamaica,Athletics,2000,27,0,0,2,2
Maurice Greene,01-10-2000,United States,Athletics,2000,26,0,2,0,2
Greg Haughton,01-10-2000,Jamaica,Athletics,2000,26,1,0,1,2
Deon Hemmings,01-10-2000,Jamaica,Athletics,2000,31,0,0,2,2
Robert Korzeniowski,01-10-2000,Poland,Athletics,2000,32,0,2,0,2
Tayna Lawrence,01-10-2000,Jamaica,Athletics,2000,25,0,0,2,2
Beverly McDonald,01-10-2000,Jamaica,Athletics,2000,30,1,0,1,2
Merlene Ottey-Page,01-10-2000,Jamaica,Athletics,2000,40,1,0,1,2
Irina Privalova,01-10-2000,Russia,Athletics,2000,31,1,1,0,2
Gabriela Szabo,01-10-2000,Romania,Athletics,2000,24,1,1,0,2
Gete Wami,01-10-2000,Ethiopia,Athletics,2000,25,1,0,1,2
Elisabeth Görgl,28-02-2010,Austria,Alpine Skiing,2010,28,2,0,0,2
Lindsey Kildow-Vonn,28-02-2010,United States,Alpine Skiing,2010,25,1,1,0,2
Ivica Kostelic,28-02-2010,Croatia,Alpine Skiing,2010,30,0,0,2,2
Julia Mancuso,28-02-2010,United States,Alpine Skiing,2010,25,0,0,2,2
Tina Maze,28-02-2010,Slovenia,Alpine Skiing,2010,26,0,0,2,2
Maria Riesch,28-02-2010,Germany,Alpine Skiing,2010,25,0,2,0,2
Michaela Dorfmeister,26-02-2006,Austria,Alpine Skiing,2006,32,0,2,0,2
Janica Kostelic,26-02-2006,Croatia,Alpine Skiing,2006,24,0,1,1,2
Hermann Maier,26-02-2006,Austria,Alpine Skiing,2006,33,1,0,1,2
Benjamin Raich,26-02-2006,Austria,Alpine Skiing,2006,27,0,2,0,2
Marlies Schild,26-02-2006,Austria,Alpine Skiing,2006,24,1,0,1,2
Rainer Schönfelder,26-02-2006,Austria,Alpine Skiing,2006,28,2,0,0,2
Kjetil André Aamodt,24-02-2002,Norway,Alpine Skiing,2002,30,0,2,0,2
Renate Götschl,24-02-2002,Austria,Alpine Skiing,2002,26,1,0,1,2
Lasse Kjus,24-02-2002,Norway,Alpine Skiing,2002,31,1,0,1,2
Bode Miller,24-02-2002,United States,Alpine Skiing,2002,24,0,0,2,2
Anja Pärson,24-02-2002,Sweden,Alpine Skiing,2002,20,1,0,1,2
Benjamin Raich,24-02-2002,Austria,Alpine Skiing,2002,23,2,0,0,2
Ki Bo-Bae,12-08-2012,South Korea,Archery,2012,24,0,2,0,2
Oh Jin-Hyek,12-08-2012,South Korea,Archery,2012,30,1,1,0,2
Park Gyeong-Mo,24-08-2008,South Korea,Archery,2008,32,0,1,1,2
Park Seong-Hyeon,24-08-2008,South Korea,Archery,2008,25,0,1,1,2
Yun Ok-Hui,24-08-2008,South Korea,Archery,2008,23,1,1,0,2
Zhang Juanjuan,24-08-2008,China,Archery,2008,27,0,1,1,2
Lee Seong-Jin,29-08-2004,South Korea,Archery,2004,19,0,1,1,2
Park Seong-Hyeon,29-08-2004,South Korea,Archery,2004,21,0,2,0,2
Kim Nam-Sun,01-10-2000,South Korea,Archery,2000,20,0,1,1,2
Kim Su-Nyeong,01-10-2000,South Korea,Archery,2000,29,1,1,0,2
Vic Wunderle,01-10-2000,United States,Archery,2000,24,1,0,1,2
Yun Mi-Jin,01-10-2000,South Korea,Archery,2000,17,0,2,0,2
